#Ex-MESA profile, from 0.77M_RGB_jstaff.data
#[Mass]                  [Pressure]              [Temperature]           [Radius]                [Density]               [E_internal]            
9.1310685e+32           1.4943885e+15           1.7040280e+07           5.6455115e+09           5.7118040e-01           3.9244743e+15          
9.1310294e+32           1.5132730e+15           1.7092931e+07           5.6283677e+09           5.7663689e-01           3.9364625e+15          
9.1309902e+32           1.5323884e+15           1.7145709e+07           5.6112826e+09           5.8214428e-01           3.9484759e+15          
9.1309510e+32           1.5517376e+15           1.7198616e+07           5.5942559e+09           5.8770295e-01           3.9605149e+15          
9.1309118e+32           1.5713231e+15           1.7251652e+07           5.5772875e+09           5.9331345e-01           3.9725793e+15          
9.1308727e+32           1.5911480e+15           1.7304817e+07           5.5603771e+09           5.9897623e-01           3.9846690e+15          
9.1308335e+32           1.6112149e+15           1.7358111e+07           5.5435245e+09           6.0468971e-01           3.9967977e+15          
9.1307943e+32           1.6315268e+15           1.7411535e+07           5.5267296e+09           6.1045776e-01           4.0089428e+15          
9.1307551e+32           1.6520866e+15           1.7465089e+07           5.5099922e+09           6.1627950e-01           4.0211135e+15          
9.1307159e+32           1.6728971e+15           1.7518773e+07           5.4933119e+09           6.2215543e-01           4.0333098e+15          
9.1306768e+32           1.6939613e+15           1.7572588e+07           5.4766888e+09           6.2808393e-01           4.0455452e+15          
9.1306376e+32           1.7152822e+15           1.7626533e+07           5.4601225e+09           6.3406961e-01           4.0577932e+15          
9.1305984e+32           1.7368629e+15           1.7680610e+07           5.4436128e+09           6.4011025e-01           4.0700713e+15          
9.1305592e+32           1.7587064e+15           1.7734819e+07           5.4271596e+09           6.4620491e-01           4.0823886e+15          
9.1305201e+32           1.7808158e+15           1.7789160e+07           5.4107626e+09           6.5235681e-01           4.0947279e+15          
9.1304809e+32           1.8033042e+15           1.7843902e+07           5.3944217e+09           6.5859764e-01           4.1071454e+15          
9.1304413e+32           1.8261802e+15           1.7899047e+07           5.3779768e+09           6.6492517e-01           4.1196669e+15          
9.1304018e+32           1.8493370e+15           1.7954328e+07           5.3615887e+09           6.7131269e-01           4.1322108e+15          
9.1303622e+32           1.8727781e+15           1.8009746e+07           5.3452572e+09           6.7775930e-01           4.1447859e+15          
9.1303226e+32           1.8965068e+15           1.8065300e+07           5.3289820e+09           6.8426777e-01           4.1573786e+15          
9.1302831e+32           1.9205264e+15           1.8120992e+07           5.3127630e+09           6.9083335e-01           4.1700210e+15          
9.1302435e+32           1.9448405e+15           1.8176822e+07           5.2966000e+09           6.9746187e-01           4.1826813e+15          
9.1302040e+32           1.9694525e+15           1.8232791e+07           5.2804927e+09           7.0415235e-01           4.1953687e+15          
9.1301644e+32           1.9943659e+15           1.8288898e+07           5.2644411e+09           7.1090541e-01           4.2080829e+15          
9.1301248e+32           2.0195844e+15           1.8345144e+07           5.2484447e+09           7.1771915e-01           4.2208384e+15          
9.1300853e+32           2.0451114e+15           1.8401529e+07           5.2325036e+09           7.2459657e-01           4.2336208e+15          
9.1300457e+32           2.0709507e+15           1.8458055e+07           5.2166174e+09           7.3153980e-01           4.2464212e+15          
9.1300061e+32           2.0971060e+15           1.8514720e+07           5.2007861e+09           7.3854544e-01           4.2592626e+15          
9.1299666e+32           2.1235809e+15           1.8571526e+07           5.1850093e+09           7.4561650e-01           4.2721311e+15          
9.1299270e+32           2.1503793e+15           1.8628473e+07           5.1692869e+09           7.5275103e-01           4.2850409e+15          
9.1298875e+32           2.1775050e+15           1.8685561e+07           5.1536187e+09           7.5995381e-01           4.2979684e+15          
9.1298479e+32           2.1980976e+15           1.8728484e+07           5.1380045e+09           7.6541176e-01           4.3076767e+15          
9.1298281e+32           2.2119095e+15           1.8757134e+07           5.1302177e+09           7.6906285e-01           4.3141653e+15          
9.1298083e+32           2.2327533e+15           1.8800163e+07           5.1224443e+09           7.7455894e-01           4.3239189e+15          
9.1297688e+32           2.2749495e+15           1.8886434e+07           5.1069375e+09           7.8564416e-01           4.3434731e+15          
9.1296896e+32           2.3181806e+15           1.8973134e+07           5.0760825e+09           7.9697808e-01           4.3630698e+15          
9.1296501e+32           2.3473525e+15           1.9031077e+07           5.0607354e+09           8.0458960e-01           4.3761797e+15          
9.1296105e+32           2.3768795e+15           1.9089163e+07           5.0454412e+09           8.1227114e-01           4.3893216e+15          
9.1295710e+32           2.4067659e+15           1.9147394e+07           5.0301997e+09           8.2002236e-01           4.4025004e+15          
9.1295314e+32           2.4370159e+15           1.9205768e+07           5.0150106e+09           8.2784755e-01           4.4156968e+15          
9.1294918e+32           2.4676337e+15           1.9264288e+07           4.9998738e+09           8.3574276e-01           4.4289352e+15          
9.1294523e+32           2.5141187e+15           1.9352283e+07           4.9847891e+09           8.4767156e-01           4.4488670e+15          
9.1293731e+32           2.5617400e+15           1.9440714e+07           4.9547739e+09           8.5987156e-01           4.4688185e+15          
9.1293336e+32           2.6099393e+15           1.9529364e+07           4.9398444e+09           8.7213217e-01           4.4888942e+15          
9.1292545e+32           2.6593153e+15           1.9618452e+07           4.9101380e+09           8.8467145e-01           4.5089880e+15          
9.1292149e+32           2.6926623e+15           1.9678044e+07           4.8953621e+09           8.9309661e-01           4.5224598e+15          
9.1291753e+32           2.7433367e+15           1.9767736e+07           4.8806100e+09           9.0584070e-01           4.5427469e+15          
9.1290960e+32           2.8125520e+15           1.9887915e+07           4.8512566e+09           9.2318026e-01           4.5698855e+15          
9.1290167e+32           2.8834557e+15           2.0008686e+07           4.8221052e+09           9.4083923e-01           4.5971548e+15          
9.1289375e+32           2.9379295e+15           2.0099709e+07           4.7931541e+09           9.5435656e-01           4.6176602e+15          
9.1288978e+32           2.9930626e+15           2.0190955e+07           4.7787540e+09           9.6794354e-01           4.6382808e+15          
9.1288185e+32           3.0683626e+15           2.0313213e+07           4.7501010e+09           9.8642661e-01           4.6658757e+15          
9.1287393e+32           3.1647764e+15           2.0466782e+07           4.7216448e+09           1.0099156e+00           4.7005559e+15          
9.1286204e+32           3.2847142e+15           2.0652416e+07           4.6793233e+09           1.0389370e+00           4.7424158e+15          
9.1285015e+32           3.4297639e+15           2.0870572e+07           4.6374370e+09           1.0736639e+00           4.7916728e+15          
9.1283429e+32           3.5819259e+15           2.1090854e+07           4.5822512e+09           1.1098197e+00           4.8412267e+15          
9.1282240e+32           3.7396403e+15           2.1312740e+07           4.5413622e+09           1.1468243e+00           4.8912990e+15          
9.1280655e+32           3.9287432e+15           2.1568847e+07           4.4874900e+09           1.1907807e+00           4.9489506e+15          
9.1279069e+32           4.0776074e+15           2.1762939e+07           4.4343265e+09           1.2251256e+00           4.9924768e+15          
9.1278274e+32           4.2047826e+15           2.1925630e+07           4.4079824e+09           1.2541304e+00           5.0291212e+15          
9.1277083e+32           4.3629395e+15           2.2122271e+07           4.3688019e+09           1.2899693e+00           5.0733062e+15          
9.1275891e+32           4.6087848e+15           2.2419362e+07           4.3300240e+09           1.3448949e+00           5.1403103e+15          
9.1273508e+32           4.8727666e+15           2.2720763e+07           4.2536276e+09           1.4035561e+00           5.2075936e+15          
9.1272317e+32           5.0247225e+15           2.2889417e+07           4.2160332e+09           1.4369106e+00           5.2453396e+15          
9.1271522e+32           5.2425486e+15           2.3126661e+07           4.1911870e+09           1.4840871e+00           5.2987610e+15          
9.1269537e+32           5.5396327e+15           2.3435354e+07           4.1297938e+09           1.5480188e+00           5.3677958e+15          
9.1267948e+32           5.7818399e+15           2.3677754e+07           4.0814403e+09           1.5995631e+00           5.4219554e+15          
9.1266756e+32           5.9971170e+15           2.3887232e+07           4.0456127e+09           1.6449027e+00           5.4688191e+15          
9.1265563e+32           6.2575584e+15           2.4133632e+07           4.0100797e+09           1.6991967e+00           5.5239854e+15          
9.1263971e+32           6.5305205e+15           2.4382399e+07           3.9632643e+09           1.7556823e+00           5.5794722e+15          
9.1262777e+32           6.8132479e+15           2.4632953e+07           3.9285767e+09           1.8134834e+00           5.6354924e+15          
9.1261185e+32           7.0671937e+15           2.4849777e+07           3.8828745e+09           1.8651143e+00           5.6837215e+15          
9.1260389e+32           7.2404912e+15           2.4995018e+07           3.8602620e+09           1.9000198e+00           5.7161177e+15          
9.1259593e+32           7.4178792e+15           2.5140955e+07           3.8378042e+09           1.9355491e+00           5.7486626e+15          
9.1258797e+32           7.5654055e+15           2.5260096e+07           3.8155001e+09           1.9649701e+00           5.7752065e+15          
9.1258299e+32           7.6805508e+15           2.5352017e+07           3.8016380e+09           1.9878215e+00           5.7957046e+15          
9.1257802e+32           7.7973831e+15           2.5444213e+07           3.7878352e+09           2.0109329e+00           5.8162432e+15          
9.1257304e+32           7.9159259e+15           2.5536685e+07           3.7740914e+09           2.0342952e+00           5.8368563e+15          
9.1256807e+32           8.0241753e+15           2.5620158e+07           3.7604064e+09           2.0555672e+00           5.8554462e+15          
9.1256409e+32           8.1215210e+15           2.5694534e+07           3.7495006e+09           2.0746318e+00           5.8720210e+15          
9.1256011e+32           8.2200032e+15           2.5769088e+07           3.7386321e+09           2.0938670e+00           5.8886284e+15          
9.1255613e+32           8.3196346e+15           2.5843821e+07           3.7278007e+09           2.1132738e+00           5.9052698e+15          
9.1255215e+32           8.4456261e+15           2.5937460e+07           3.7170064e+09           2.1377231e+00           5.9261365e+15          
9.1254618e+32           8.5994669e+15           2.6050231e+07           3.7008837e+09           2.1674803e+00           5.9512422e+15          
9.1254021e+32           8.7169491e+15           2.6135171e+07           3.6848436e+09           2.1901402e+00           5.9701308e+15          
9.1253722e+32           8.7960625e+15           2.6191977e+07           3.6768382e+09           2.2053471e+00           5.9827742e+15          
9.1253423e+32           8.9157686e+15           2.6277340e+07           3.6688534e+09           2.2282748e+00           6.0017970e+15          
9.1252825e+32           9.1323096e+15           2.6429641e+07           3.6529447e+09           2.2695637e+00           6.0357258e+15          
9.1251828e+32           9.3412757e+15           2.6573283e+07           3.6266097e+09           2.3093008e+00           6.0676001e+15          
9.1251329e+32           9.4826141e+15           2.6669332e+07           3.6135274e+09           2.3360202e+00           6.0889547e+15          
9.1250831e+32           9.5973293e+15           2.6746402e+07           3.6005010e+09           2.3576517e+00           6.1060732e+15          
9.1250532e+32           9.6841141e+15           2.6804309e+07           3.5927119e+09           2.3739654e+00           6.1189482e+15          
9.1250232e+32           9.8154229e+15           2.6891325e+07           3.5849429e+09           2.3985668e+00           6.1383049e+15          
9.1249634e+32           9.9935568e+15           2.7007765e+07           3.5694640e+09           2.4318471e+00           6.1641767e+15          
9.1249036e+32           1.0174797e+16           2.7124626e+07           3.5540643e+09           2.4655693e+00           6.1901303e+15          
9.1248438e+32           1.0328462e+16           2.7222361e+07           3.5387434e+09           2.4940656e+00           6.2118227e+15          
9.1248039e+32           1.0514995e+16           2.7339925e+07           3.5285732e+09           2.5284680e+00           6.2379638e+15          
9.1247241e+32           1.0785397e+16           2.7507276e+07           3.5083357e+09           2.5781305e+00           6.2751266e+15          
9.1246344e+32           1.1095523e+16           2.7695329e+07           3.4857328e+09           2.6347315e+00           6.3168808e+15          
9.1245347e+32           1.1431470e+16           2.7894474e+07           3.4608207e+09           2.6956476e+00           6.3610708e+15          
9.1244350e+32           1.1777178e+16           2.8094820e+07           3.4361200e+09           2.7579042e+00           6.4055041e+15          
9.1243353e+32           1.2043981e+16           2.8245986e+07           3.4116287e+09           2.8057168e+00           6.4389863e+15          
9.1242855e+32           1.2296581e+16           2.8387500e+07           3.3994619e+09           2.8506538e+00           6.4704005e+15          
9.1241957e+32           1.2592879e+16           2.8550163e+07           3.3776903e+09           2.9031773e+00           6.5064296e+15          
9.1241259e+32           1.2952121e+16           2.8744297e+07           3.3608591e+09           2.9663526e+00           6.5495188e+15          
9.1240061e+32           1.3421906e+16           2.8991408e+07           3.3322184e+09           3.0484525e+00           6.6042879e+15          
9.1238862e+32           1.3827096e+16           2.9198873e+07           3.3038554e+09           3.1188187e+00           6.6501602e+15          
9.1238063e+32           1.4158709e+16           2.9365646e+07           3.2851081e+09           3.1759708e+00           6.6871091e+15          
9.1237264e+32           1.4667563e+16           2.9617011e+07           3.2664875e+09           3.2628754e+00           6.7429311e+15          
9.1235666e+32           1.5421913e+16           2.9976544e+07           3.2296167e+09           3.3906312e+00           6.8225850e+15          
9.1233868e+32           1.6098960e+16           3.0286525e+07           3.1887267e+09           3.5042888e+00           6.8911100e+15          
9.1232770e+32           1.6725121e+16           3.0566267e+07           3.1640471e+09           3.6080956e+00           6.9531642e+15          
9.1231271e+32           1.7503949e+16           3.0902789e+07           3.1307567e+09           3.7360432e+00           7.0277355e+15          
9.1229673e+32           1.8450522e+16           3.1297506e+07           3.0957061e+09           3.8896152e+00           7.1153012e+15          
9.1227674e+32           1.9285521e+16           3.1630572e+07           3.0525054e+09           4.0240679e+00           7.1888153e+15          
9.1226673e+32           1.9973027e+16           3.1898787e+07           3.0311616e+09           4.1333238e+00           7.2482926e+15          
9.1225272e+32           2.0807275e+16           3.2214296e+07           3.0015709e+09           4.2648620e+00           7.3181528e+15          
9.1223871e+32           2.1519910e+16           3.2475581e+07           2.9723252e+09           4.3764168e+00           7.3758662e+15          
9.1222970e+32           2.2091815e+16           3.2681132e+07           2.9537063e+09           4.4651947e+00           7.4213388e+15          
9.1222069e+32           2.2580513e+16           3.2853315e+07           2.9352270e+09           4.5406841e+00           7.4593981e+15          
9.1221469e+32           2.2978060e+16           3.2991538e+07           2.9229849e+09           4.6017610e+00           7.4899783e+15          
9.1220868e+32           2.3382301e+16           3.3130238e+07           2.9108039e+09           4.6636373e+00           7.5206215e+15          
9.1220268e+32           2.3793343e+16           3.3269416e+07           2.8986837e+09           4.7262803e+00           7.5513959e+15          
9.1219667e+32           2.4106806e+16           3.3374158e+07           2.8866240e+09           4.7739141e+00           7.5745411e+15          
9.1219367e+32           2.4317529e+16           3.3444106e+07           2.8806168e+09           4.8058407e+00           7.5899923e+15          
9.1219067e+32           2.4636257e+16           3.3549208e+07           2.8746247e+09           4.8539648e+00           7.6132372e+15          
9.1218466e+32           2.5068359e+16           3.3689823e+07           2.8626850e+09           4.9190515e+00           7.6442660e+15          
9.1217866e+32           2.5507706e+16           3.3830920e+07           2.8508048e+09           4.9849414e+00           7.6754279e+15          
9.1217265e+32           2.5880037e+16           3.3948925e+07           2.8389837e+09           5.0406266e+00           7.7014346e+15          
9.1216865e+32           2.6181311e+16           3.4043573e+07           2.8311319e+09           5.0855131e+00           7.7223212e+15          
9.1216464e+32           2.6638250e+16           3.4185867e+07           2.8233062e+09           5.1532962e+00           7.7537509e+15          
9.1215663e+32           2.7105566e+16           3.4328855e+07           2.8077320e+09           5.2225177e+00           7.7852008e+15          
9.1215262e+32           2.7420787e+16           3.4424460e+07           2.7999762e+09           5.2689887e+00           7.8062762e+15          
9.1214861e+32           2.7739512e+16           3.4520282e+07           2.7922462e+09           5.3158605e+00           7.8273815e+15          
9.1214460e+32           2.8061778e+16           3.4616320e+07           2.7845419e+09           5.3631416e+00           7.8485092e+15          
9.1214060e+32           2.8469206e+16           3.4736675e+07           2.7768632e+09           5.4227050e+00           7.8750012e+15          
9.1213458e+32           2.8966383e+16           3.4881618e+07           2.7653870e+09           5.4951652e+00           7.9068731e+15          
9.1212856e+32           2.9471854e+16           3.5027051e+07           2.7539680e+09           5.5685584e+00           7.9388196e+15          
9.1212254e+32           2.9985750e+16           3.5172974e+07           2.7426059e+09           5.6429177e+00           7.9708101e+15          
9.1211653e+32           3.0421129e+16           3.5294984e+07           2.7313004e+09           5.7057073e+00           7.9975524e+15          
9.1211252e+32           3.0773285e+16           3.5392811e+07           2.7237948e+09           5.7563143e+00           8.0190075e+15          
9.1210850e+32           3.1129335e+16           3.5490857e+07           2.7163142e+09           5.8073621e+00           8.0404841e+15          
9.1210449e+32           3.1489320e+16           3.5589121e+07           2.7088585e+09           5.8588580e+00           8.0619772e+15          
9.1210048e+32           3.2035260e+16           3.5736844e+07           2.7014276e+09           5.9366247e+00           8.0943116e+15          
9.1209246e+32           3.2639820e+16           3.5897589e+07           2.6866392e+09           6.0225637e+00           8.1293835e+15          
9.1208744e+32           3.3111283e+16           3.6021580e+07           2.6774468e+09           6.0892727e+00           8.1564626e+15          
9.1208243e+32           3.3589247e+16           3.6145915e+07           2.6682925e+09           6.1567404e+00           8.1835301e+15          
9.1207742e+32           3.4073796e+16           3.6270591e+07           2.6591763e+09           6.2249123e+00           8.2106689e+15          
9.1207240e+32           3.4442211e+16           3.6364354e+07           2.6500980e+09           6.2766419e+00           8.2310441e+15          
9.1206989e+32           3.4689505e+16           3.6426949e+07           2.6455731e+09           6.3112738e+00           8.2446523e+15          
9.1206739e+32           3.5062989e+16           3.6520968e+07           2.6410577e+09           6.3634326e+00           8.2651119e+15          
9.1206237e+32           3.5643535e+16           3.6665525e+07           2.6320548e+09           6.4443439e+00           8.2964696e+15          
9.1205585e+32           3.6311548e+16           3.6829512e+07           2.6204071e+09           6.5371606e+00           8.3319540e+15          
9.1204933e+32           3.6873868e+16           3.6965606e+07           2.6088223e+09           6.6150861e+00           8.3613126e+15          
9.1204507e+32           3.7323736e+16           3.7073476e+07           2.6012801e+09           6.6771893e+00           8.3846063e+15          
9.1204081e+32           3.8006388e+16           3.7235649e+07           2.5937647e+09           6.7711126e+00           8.4195295e+15          
9.1203228e+32           3.8691364e+16           3.7395374e+07           2.5788132e+09           6.8652208e+00           8.4537770e+15          
9.1202827e+32           3.9134620e+16           3.7497833e+07           2.5718125e+09           6.9259095e+00           8.4756998e+15          
9.1202426e+32           3.9695249e+16           3.7626291e+07           2.5648354e+09           7.0024380e+00           8.5031632e+15          
9.1201823e+32           4.0379475e+16           3.7781019e+07           2.5543977e+09           7.0956085e+00           8.5361548e+15          
9.1201220e+32           4.0959027e+16           3.7910359e+07           2.5440128e+09           7.1743844e+00           8.5635976e+15          
9.1200818e+32           4.1427727e+16           3.8014045e+07           2.5371190e+09           7.2379303e+00           8.5855468e+15          
9.1200416e+32           4.2138440e+16           3.8169891e+07           2.5302484e+09           7.3339853e+00           8.6184601e+15          
9.1199612e+32           4.2985764e+16           3.8352447e+07           2.5165767e+09           7.4483202e+00           8.6568037e+15          
9.1199009e+32           4.3539383e+16           3.8470157e+07           2.5063842e+09           7.5228850e+00           8.6813867e+15          
9.1198707e+32           4.3911467e+16           3.8548746e+07           2.5013076e+09           7.5728689e+00           8.6977869e+15          
9.1198406e+32           4.4349096e+16           3.8640568e+07           2.4962440e+09           7.6315650e+00           8.7169071e+15          
9.1198004e+32           4.4854672e+16           3.8745713e+07           2.4895128e+09           7.6992837e+00           8.7387361e+15          
9.1197602e+32           4.5621263e+16           3.8903734e+07           2.4828046e+09           7.8017083e+00           8.7713988e+15          
9.1196798e+32           4.6404556e+16           3.9062355e+07           2.4694570e+09           7.9063288e+00           8.8039386e+15          
9.1196396e+32           4.7064363e+16           3.9194786e+07           2.4628180e+09           7.9941509e+00           8.8310249e+15          
9.1195793e+32           4.7734900e+16           3.9327582e+07           2.4529026e+09           8.0833330e+00           8.8580231e+15          
9.1195391e+32           4.8141568e+16           3.9407403e+07           2.4463211e+09           8.1373787e+00           8.8741539e+15          
9.1195190e+32           4.8618567e+16           3.9500611e+07           2.4430390e+09           8.2006196e+00           8.8929683e+15          
9.1194688e+32           4.9309194e+16           3.9634057e+07           2.4348587e+09           8.2921167e+00           8.9197721e+15          
9.1194185e+32           5.0359106e+16           3.9834656e+07           2.4267143e+09           8.4308900e+00           8.9597491e+15          
9.1193181e+32           5.1365592e+16           4.0022660e+07           2.4105321e+09           8.5641252e+00           8.9966442e+15          
9.1192779e+32           5.1946904e+16           4.0130262e+07           2.4040999e+09           8.6408736e+00           9.0176480e+15          
9.1192377e+32           5.2534454e+16           4.0238031e+07           2.3976906e+09           8.7184147e+00           9.0385332e+15          
9.1191975e+32           5.3128303e+16           4.0345964e+07           2.3913044e+09           8.7967833e+00           9.0592723e+15          
9.1191573e+32           5.3728513e+16           4.0454055e+07           2.3849413e+09           8.8759461e+00           9.0799075e+15          
9.1191171e+32           5.4335145e+16           4.0562300e+07           2.3786012e+09           8.9559801e+00           9.1003684e+15          
9.1190769e+32           5.5255438e+16           4.0724998e+07           2.3722842e+09           9.0772810e+00           9.1308352e+15          
9.1189964e+32           5.6509275e+16           4.0942564e+07           2.3597068e+09           9.2428899e+00           9.1707155e+15          
9.1189159e+32           5.7470134e+16           4.1106177e+07           2.3472228e+09           9.3700490e+00           9.2000800e+15          
9.1188757e+32           5.8117964e+16           4.1215444e+07           2.3410101e+09           9.4558608e+00           9.2193560e+15          
9.1188354e+32           5.8772688e+16           4.1324820e+07           2.3348210e+09           9.5426723e+00           9.2384010e+15          
9.1187951e+32           5.9434371e+16           4.1434298e+07           2.3286557e+09           9.6305623e+00           9.2571497e+15          
9.1187548e+32           6.0144871e+16           4.1550717e+07           2.3225143e+09           9.7251524e+00           9.2766985e+15          
9.1187095e+32           6.0906143e+16           4.1674089e+07           2.3156340e+09           9.8267187e+00           9.2970214e+15          
9.1186642e+32           6.1676485e+16           4.1797552e+07           2.3087842e+09           9.9298137e+00           9.3168644e+15          
9.1186189e+32           6.2455991e+16           4.1921092e+07           2.3019654e+09           1.0034459e+01           9.3362274e+15          
9.1185736e+32           6.3288577e+16           4.2051558e+07           2.2951776e+09           1.0146647e+01           9.3560820e+15          
9.1185233e+32           6.4176535e+16           4.2188941e+07           2.2876725e+09           1.0266920e+01           9.3762105e+15          
9.1184729e+32           6.5076175e+16           4.2326350e+07           2.2802065e+09           1.0389526e+01           9.3954492e+15          
9.1184226e+32           6.5987625e+16           4.2463757e+07           2.2727804e+09           1.0514352e+01           9.4139364e+15          
9.1183722e+32           6.6818677e+16           4.2587394e+07           2.2653944e+09           1.0628995e+01           9.4296789e+15          
9.1183319e+32           6.7565104e+16           4.2697255e+07           2.2595150e+09           1.0732559e+01           9.4430092e+15          
9.1182917e+32           6.8319313e+16           4.2807061e+07           2.2536621e+09           1.0837908e+01           9.4556048e+15          
9.1182514e+32           6.9081368e+16           4.2916791e+07           2.2478359e+09           1.0945153e+01           9.4673921e+15          
9.1182111e+32           7.0043827e+16           4.3053837e+07           2.2420369e+09           1.1081641e+01           9.4810637e+15          
9.1181507e+32           7.1216759e+16           4.3218023e+07           2.2333900e+09           1.1249953e+01           9.4956072e+15          
9.1180903e+32           7.2308630e+16           4.3368211e+07           2.2248065e+09           1.1408689e+01           9.5070470e+15          
9.1180399e+32           7.3314012e+16           4.3504457e+07           2.2177032e+09           1.1556765e+01           9.5157267e+15          
9.1179896e+32           7.4688775e+16           4.3687938e+07           2.2106460e+09           1.1762142e+01           9.5248948e+15          
9.1179040e+32           7.6457764e+16           4.3917802e+07           2.1987555e+09           1.2032776e+01           9.5311877e+15          
9.1178184e+32           7.7760177e+16           4.4082390e+07           2.1870068e+09           1.2236796e+01           9.5319289e+15          
9.1177806e+32           7.8565247e+16           4.4182845e+07           2.1818692e+09           1.2364943e+01           9.5308057e+15          
9.1177429e+32           7.9377898e+16           4.4282941e+07           2.1767609e+09           1.2496024e+01           9.5283789e+15          
9.1177051e+32           8.0198173e+16           4.4382649e+07           2.1716824e+09           1.2630281e+01           9.5245115e+15          
9.1176673e+32           8.1164893e+16           4.4498580e+07           2.1666345e+09           1.2790953e+01           9.5182384e+15          
9.1176169e+32           8.2284147e+16           4.4630341e+07           2.1599429e+09           1.2980597e+01           9.5085166e+15          
9.1175664e+32           8.3757185e+16           4.4800474e+07           2.1533082e+09           1.3236160e+01           9.4918600e+15          
9.1174857e+32           8.5605913e+16           4.5007323e+07           2.1428145e+09           1.3567853e+01           9.4641998e+15          
9.1174050e+32           8.6960628e+16           4.5153925e+07           2.1324773e+09           1.3818822e+01           9.4393679e+15          
9.1173697e+32           8.7792186e+16           4.5242560e+07           2.1280060e+09           1.3976311e+01           9.4222486e+15          
9.1173344e+32           8.8630716e+16           4.5330562e+07           2.1235665e+09           1.4137914e+01           9.4035140e+15          
9.1172991e+32           8.9476240e+16           4.5417900e+07           2.1191595e+09           1.4303790e+01           9.3831330e+15          
9.1172638e+32           9.0755047e+16           4.5547860e+07           2.1147855e+09           1.4560307e+01           9.3495675e+15          
9.1171932e+32           9.2488284e+16           4.5718160e+07           2.1061384e+09           1.4920139e+01           9.2983334e+15          
9.1171226e+32           9.3746508e+16           4.5837496e+07           2.0976309e+09           1.5190078e+01           9.2573430e+15          
9.1170923e+32           9.4506647e+16           4.5908469e+07           2.0940289e+09           1.5356893e+01           9.2310321e+15          
9.1170621e+32           9.5654673e+16           4.6013955e+07           2.0904537e+09           1.5614396e+01           9.1890848e+15          
9.1170016e+32           9.7206242e+16           4.6151881e+07           2.0833855e+09           1.5973442e+01           9.1282370e+15          
9.1169410e+32           9.8778696e+16           4.6286929e+07           2.0764294e+09           1.6350785e+01           9.0618309e+15          
9.1168805e+32           1.0023926e+17           4.6407939e+07           2.0695886e+09           1.6713939e+01           8.9960173e+15          
9.1168301e+32           1.0158153e+17           4.6515742e+07           2.0639781e+09           1.7058784e+01           8.9321892e+15          
9.1167796e+32           1.0388798e+17           4.6695105e+07           2.0584513e+09           1.7678353e+01           8.8148466e+15          
9.1166586e+32           1.0639233e+17           4.6874542e+07           2.0455365e+09           1.8387962e+01           8.6789661e+15          
9.1165981e+32           1.0808251e+17           4.6990495e+07           2.0392698e+09           1.8891002e+01           8.5820624e+15          
9.1165376e+32           1.1015027e+17           4.7126076e+07           2.0331328e+09           1.9534315e+01           8.4582136e+15          
9.1164518e+32           1.1370530e+17           4.7343986e+07           2.0246593e+09           2.0713568e+01           8.2341177e+15          
9.1162902e+32           1.1789501e+17           4.7567816e+07           2.0094299e+09           2.2215592e+01           7.9602880e+15          
9.1161689e+32           1.2286606e+17           4.7805049e+07           1.9986331e+09           2.4171050e+01           7.6247861e+15          
9.1159617e+32           1.2927841e+17           4.8052244e+07           1.9814414e+09           2.6950883e+01           7.1952229e+15          
9.1157595e+32           1.3540250e+17           4.8239047e+07           1.9661504e+09           2.9859650e+01           6.8019468e+15          
9.1155827e+32           1.3958847e+17           4.8340857e+07           1.9539038e+09           3.1955361e+01           6.5523499e+15          
9.1155069e+32           1.4398622e+17           4.8437344e+07           1.9489562e+09           3.4245032e+01           6.3068807e+15          
9.1153199e+32           1.4887927e+17           4.8519294e+07           1.9374717e+09           3.6834943e+01           6.0626916e+15          
9.1152213e+32           1.5229730e+17           4.8568525e+07           1.9317929e+09           3.8654455e+01           5.9099516e+15          
9.1151227e+32           1.5513525e+17           4.8603486e+07           1.9263502e+09           4.0159010e+01           5.7945371e+15          
9.1150595e+32           1.5736996e+17           4.8628319e+07           1.9229717e+09           4.1337055e+01           5.7104926e+15          
9.1149962e+32           1.5962004e+17           4.8650831e+07           1.9196781e+09           4.2503938e+01           5.6331264e+15          
9.1149329e+32           1.6188523e+17           4.8671195e+07           1.9164641e+09           4.3669253e+01           5.5606136e+15          
9.1148696e+32           1.6434802e+17           4.8691054e+07           1.9133255e+09           4.4908008e+01           5.4894893e+15          
9.1147962e+32           1.6701326e+17           4.8709953e+07           1.9097718e+09           4.6236830e+01           5.4181893e+15          
9.1147228e+32           1.6979048e+17           4.8727234e+07           1.9063076e+09           4.7588633e+01           5.3518184e+15          
9.1146443e+32           1.7268210e+17           4.8742850e+07           1.9026963e+09           4.8967303e+01           5.2897164e+15          
9.1145658e+32           1.7493741e+17           4.8753404e+07           1.8991735e+09           5.0012709e+01           5.2467886e+15          
9.1145228e+32           1.7654131e+17           4.8760337e+07           1.8972766e+09           5.0747123e+01           5.2182656e+15          
9.1144797e+32           1.7895668e+17           4.8769979e+07           1.8954035e+09           5.1826226e+01           5.1795208e+15          
9.1143936e+32           1.8210680e+17           4.8780696e+07           1.8917244e+09           5.3199954e+01           5.1345947e+15          
9.1143126e+32           1.8518341e+17           4.8789694e+07           1.8883385e+09           5.4511373e+01           5.0957277e+15          
